resolution,mode,model,seed,window,lag_min,n_train,n_test,MAE,RMSE,R2,epochs,batch,train_s
15,forecast,LSTM,5,6,0,12546,10905,1.558536410331726,2.058296080752835,0.9697609543800354,120,188,31.6
15,forecast,LSTM,6,6,0,12546,10905,1.5042766332626343,2.008908458790689,0.9711946845054626,99,188,25.3
15,forecast,LSTM,7,6,0,12546,10905,1.5778322219848633,2.098938392058525,0.9685549736022949,78,188,21.0
15,forecast,LSTM,8,6,0,12546,10905,1.5518580675125122,2.0597991599165963,0.9697167873382568,89,188,24.0
15,forecast,LSTM,9,6,0,12546,10905,1.5593581199645996,2.056010353477919,0.9698280692100525,99,188,26.8
15,forecast,Hybrid,0,6,0,12546,10905,1.6136133670806885,2.1511575022643834,0.9669709205627441,74,188,102.5
15,forecast,Hybrid,1,6,0,12546,10905,1.6514606475830078,2.2214688043801623,0.9647764563560486,56,188,79.9
15,forecast,Hybrid,2,6,0,12546,10905,1.5370744466781616,2.0495021355071787,0.9700188040733337,78,188,107.2
15,forecast,Hybrid,3,6,0,12546,10905,1.6447924375534058,2.2197375181895276,0.9648313522338867,69,188,93.7
15,forecast,Hybrid,4,6,0,12546,10905,1.5217630863189697,2.0803683226265695,0.9691089391708374,68,188,94.3
15,forecast,Hybrid,5,6,0,12546,10905,1.6712257862091064,2.1906131934529376,0.9657481908798218,54,188,94.5
15,forecast,Hybrid,6,6,0,12546,10905,1.4283561706542969,1.9620301139690333,0.9725233316421509,78,188,117.4
15,forecast,Hybrid,7,6,0,12546,10905,1.4231568574905396,1.9627601086700335,0.9725028872489929,100,188,182.7
15,forecast,Hybrid,8,6,0,12546,10905,1.4657106399536133,2.001914895785903,0.9713948965072632,84,188,486.2
15,forecast,Hybrid,9,6,0,12546,10905,1.6224033832550049,2.2042467224159026,0.9653205275535583,46,188,104.1
10,nowcast,Faiman,-1,0,0,22425,19518,2.4271307781051505,2.9968842236926694,0.945402983357826,0,0,0.0
10,nowcast,PG-ResMLP,0,0,30,22425,19518,1.4042898416519165,1.8474144162395154,0.9792528748512268,200,256,56.9
10,nowcast,PG-ResMLP,1,0,30,22425,19518,1.4194599390029907,1.869002477628924,0.9787651896476746,200,256,21.8
10,nowcast,PG-ResMLP,2,0,30,22425,19518,1.391101360321045,1.8368992011418699,0.9794883728027344,200,256,24.9
10,nowcast,PG-ResMLP,3,0,30,22425,19518,1.4177199602127075,1.8517554460262342,0.9791552424430847,200,256,79.7
10,nowcast,PG-ResMLP,4,0,30,22425,19518,1.430250644683838,1.866828852090474,0.9788145422935486,175,256,47.4
10,nowcast,PG-ResMLP,5,0,30,22425,19518,1.3830456733703613,1.826778992287742,0.9797137975692749,200,256,22.8
10,nowcast,PG-ResMLP,6,0,30,22425,19518,1.3859169483184814,1.8205168122330118,0.9798526167869568,175,256,19.6
10,nowcast,PG-ResMLP,7,0,30,22425,19518,1.4237570762634277,1.8530387948427471,0.9791263937950134,200,256,22.4
10,nowcast,PG-ResMLP,8,0,30,22425,19518,1.4071191549301147,1.8418672938552951,0.979377269744873,200,256,22.6
10,nowcast,PG-ResMLP,9,0,30,22425,19518,1.3862030506134033,1.8300543491443482,0.9796409606933594,200,256,22.5
10,nowcast,LSTM,0,6,0,20455,17802,1.3172017335891724,1.707734126939079,0.9796755909919739,57,256,30.0
10,nowcast,LSTM,1,6,0,20455,17802,1.2872484922409058,1.6900381144903731,0.9800946116447449,68,256,35.8
10,nowcast,LSTM,2,6,0,20455,17802,1.3105032444000244,1.7151838586640227,0.9794978499412537,65,256,42.4
10,nowcast,LSTM,3,6,0,20455,17802,1.3234690427780151,1.704806206728316,0.9797452092170715,66,256,40.3
10,nowcast,LSTM,4,6,0,20455,17802,1.2893692255020142,1.6869817573768515,0.9801665544509888,69,256,37.7
10,nowcast,LSTM,5,6,0,20455,17802,1.3180315494537354,1.698636150236207,0.9798915386199951,76,256,46.5
10,nowcast,LSTM,6,6,0,20455,17802,1.3238927125930786,1.716506603642736,0.9794661998748779,78,256,47.1
10,nowcast,LSTM,7,6,0,20455,17802,1.4247517585754395,1.8194770041635067,0.9769287705421448,62,256,60.9
10,nowcast,LSTM,8,6,0,20455,17802,1.4328325986862183,1.8713361547254261,0.9755948781967163,80,256,43.8
10,nowcast,LSTM,9,6,0,20455,17802,1.3677407503128052,1.7571247705222128,0.9784829616546631,56,256,36.7
10,forecast,PG-ResMLP,0,0,30,22001,19151,1.7285794019699097,2.2064067666008795,0.969088613986969,22,256,3.0
10,forecast,PG-ResMLP,1,0,30,22001,19151,1.6941148042678833,2.1638908455866646,0.9702683687210083,22,256,2.8
10,forecast,PG-ResMLP,2,0,30,22001,19151,1.6875396966934204,2.158429909782932,0.9704182744026184,22,256,2.9
10,forecast,PG-ResMLP,3,0,30,22001,19151,1.6999292373657227,2.164165728479103,0.9702608585357666,22,256,4.4
10,forecast,PG-ResMLP,4,0,30,22001,19151,1.7066150903701782,2.1818323008485043,0.9697732925415039,22,256,3.0
10,forecast,PG-ResMLP,5,0,30,22001,19151,1.7512271404266357,2.2245524652852953,0.968578040599823,21,256,2.8
10,forecast,PG-ResMLP,6,0,30,22001,19151,1.7750895023345947,2.2467115531120063,0.9679489731788635,21,256,2.9
10,forecast,PG-ResMLP,7,0,30,22001,19151,1.633941650390625,2.0964915986751365,0.9720916748046875,25,256,5.1
10,forecast,PG-ResMLP,8,0,30,22001,19151,1.6626815795898438,2.135769983851182,0.9710361361503601,23,256,3.1
10,forecast,PG-ResMLP,9,0,30,22001,19151,1.8390778303146362,2.3191224202705247,0.9658496379852295,21,256,3.1
10,forecast,LSTM,0,6,0,20085,17478,1.4257092475891113,1.8598415526715444,0.9757066369056702,83,256,148.6
10,forecast,LSTM,1,6,0,20085,17478,1.5018455982208252,1.9373738032435204,0.9736389517784119,88,256,53.3
10,forecast,LSTM,2,6,0,20085,17478,1.4717023372650146,1.9194306126360086,0.9741249680519104,67,256,39.0
